City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Karratha,AU,2022-04-17 01:03:54,-20.7377,116.8463,89.55,37,11,4.36
296,Sao Gabriel Da Cachoeira,BR,2022-04-17 01:00:17,-0.1303,-67.0892,73.42,97,100,0.27
297,Virginia Beach,US,2022-04-17 01:03:54,36.8529,-75.978,70.02,72,100,1.01
298,Niksic,ME,2022-04-17 01:03:55,42.7731,18.9445,53.46,86,100,7.36
299,Saint George,US,2022-04-17 01:03:55,37.1041,-113.5841,77.43,15,20,20.71
300,Coihaique,CL,2022-04-17 01:03:55,-45.5752,-72.0662,46.35,81,0,5.75
301,Vikhorevka,RU,2022-04-17 01:03:55,56.1201,101.1636,47.79,88,100,4.27
302,Necochea,AR,2022-04-17 01:03:15,-38.5473,-58.7368,57.97,75,100,5.35
303,Leh,IN,2022-04-17 01:03:56,34.1667,77.5833,33.15,46,0,5.35
304,Honghu,CN,2022-04-17 01:03:56,29.8206,113.4621,53.44,78,100,3.13
305,Nortelandia,BR,2022-04-17 01:03:57,-14.4547,-56.8028,74.23,86,48,2.33
306,Kutum,SD,2022-04-17 01:03:57,14.2,24.6667,72.43,10,6,3.65
307,Puerto Del Rosario,ES,2022-04-17 01:03:57,28.5004,-13.8627,67.75,73,0,9.22
308,Rusape,ZW,2022-04-17 01:03:57,-18.5278,32.1284,60.31,91,88,5.06
309,Pierre,US,2022-04-17 01:02:03,44.3683,-100.351,43.05,35,100,5.99
310,Corum,TR,2022-04-17 01:03:58,40.5,34.75,47.57,55,100,4.18
311,Guerrero Negro,MX,2022-04-17 01:03:58,27.9769,-114.0611,62.58,75,64,22.5
312,Orebro,SE,2022-04-17 01:03:58,59.2741,15.2066,43.93,39,75,5.75
313,Porto Novo,BJ,2022-04-17 00:55:32,6.4965,2.6036,82.22,81,100,4.88
314,Puerto Maldonado,PE,2022-04-17 01:03:59,-12.6,-69.1833,74.8,75,95,1.72
315,Namibe,AO,2022-04-17 01:03:59,-15.1961,12.1522,72.3,75,63,7.2
316,Zaranj,AF,2022-04-17 01:03:59,30.9667,61.8833,67.14,37,89,13.94
317,Bombay,IN,2022-04-17 01:02:57,19.0144,72.8479,82.38,83,20,3.44
318,Luderitz,NA,2022-04-17 01:04:00,-26.6481,15.1594,62.15,60,0,11.54
319,Ballina,AU,2022-04-17 01:04:00,-28.8667,153.5667,73.58,78,100,6.6
320,Biak,ID,2022-04-17 01:04:00,-0.9131,122.8766,80.26,81,88,2.35
321,Labuhan,ID,2022-04-17 01:04:01,-6.8844,112.2051,82.58,79,45,4.25
322,Aksha,RU,2022-04-17 01:04:01,50.2814,113.2867,41.74,52,100,4.36
323,Severnyy,RU,2022-04-17 01:04:02,50.677,36.5532,44.64,100,75,4.47
324,Lesnoy,RU,2022-04-17 01:04:02,57.6198,63.0784,28.04,86,21,7.96
325,Victoria,HK,2022-04-17 01:00:05,22.2855,114.1577,72.18,81,100,11.99
326,Palatka,US,2022-04-17 01:04:02,29.6486,-81.6376,76.44,73,71,6.71
327,Araouane,ML,2022-04-17 01:05:03,18.9048,-3.5265,74.01,16,0,11.16
328,Lata,PT,2022-04-17 01:05:03,40.1629,-8.3327,53.92,91,89,1.66
329,Petropavlovsk-Kamchatskiy,RU,2022-04-17 01:03:36,53.0452,158.6483,37.99,38,0,4.47
330,Liwale,TZ,2022-04-17 01:05:04,-9.7667,37.9333,67.57,99,24,4.29
331,Teacapan,MX,2022-04-17 01:05:04,22.55,-105.75,75.81,53,47,8.43
332,Cockburn Town,TC,2022-04-17 01:01:25,21.4612,-71.1419,77.49,84,100,23.8
333,Kattivakkam,IN,2022-04-17 01:05:05,13.2167,80.3167,84.29,84,100,7.11
334,Brae,GB,2022-04-17 01:05:05,60.3964,-1.353,46.09,95,100,17.2
335,Corinto,GR,2022-04-17 01:05:06,37.9407,22.9573,60.42,64,48,1.01
336,Haines Junction,CA,2022-04-17 01:05:06,60.7522,-137.5108,34.72,61,100,1.05
337,Mogadishu,SO,2022-04-17 01:05:06,2.0371,45.3438,82.0,80,100,10.89
338,Smidovich,RU,2022-04-17 01:05:07,48.6,133.8167,41.68,56,99,10.6
339,Uyo,NG,2022-04-17 01:05:07,5.0333,7.9266,77.7,88,100,4.7
340,Jishou,CN,2022-04-17 01:05:08,28.3167,109.7167,49.64,93,100,1.32
341,Ust-Nera,RU,2022-04-17 01:05:08,64.5667,143.2,19.44,83,100,2.08
342,Kloulklubed,PW,2022-04-17 01:05:08,7.0419,134.2556,82.36,73,82,1.16
343,Sioux Lookout,CA,2022-04-17 01:00:19,50.1001,-91.917,22.86,95,100,3.51
344,Kindu,CD,2022-04-17 01:05:09,-2.95,25.95,69.08,95,100,1.12
345,Montepuez,MZ,2022-04-17 01:05:09,-13.1256,38.9997,67.42,99,31,5.57
346,Booue,GA,2022-04-17 01:05:10,-0.0921,11.9385,75.36,94,93,1.52
347,Opuwo,NA,2022-04-17 01:05:10,-18.0607,13.84,68.2,45,22,3.31
348,Buraydah,SA,2022-04-17 01:05:11,26.326,43.975,70.83,15,0,8.84
349,Sitka,US,2022-04-17 01:05:11,57.0531,-135.33,46.29,49,0,6.91
350,Hualmay,PE,2022-04-17 01:05:11,-11.0964,-77.6139,66.67,84,100,9.48
351,Pevek,RU,2022-04-17 01:05:12,69.7008,170.3133,7.66,89,100,6.87
352,Hithadhoo,MV,2022-04-17 01:05:12,-0.6,73.0833,83.28,63,99,6.64
353,Floro,NO,2022-04-17 01:05:12,61.5996,5.0328,45.97,70,40,10.36
354,Pandharpur,IN,2022-04-17 01:05:13,17.6667,75.3333,80.35,50,7,7.54
355,Hovd,MN,2022-04-17 01:05:13,48.0056,91.6419,44.64,16,0,2.91
356,Am Timan,TD,2022-04-17 01:05:14,11.0297,20.2827,88.72,31,16,5.32
357,Prieska,ZA,2022-04-17 01:05:14,-29.6641,22.7474,58.6,88,0,5.64
358,Lompoc,US,2022-04-17 01:05:14,34.6391,-120.4579,67.01,77,0,12.66
359,Wattegama,LK,2022-04-17 01:05:15,6.7989,81.4808,75.45,95,94,3.56
360,Huarmey,PE,2022-04-17 00:55:38,-10.0681,-78.1522,67.71,83,99,10.11
361,Liverpool,GB,2022-04-17 01:00:46,53.4106,-2.9779,57.74,87,0,4.61
362,Baruun-Urt,MN,2022-04-17 01:01:13,46.6806,113.2792,44.64,38,18,12.68
363,Ifanadiana,MG,2022-04-17 01:05:16,-21.3,47.6333,68.45,99,99,1.12
364,Saint-Francois,FR,2022-04-17 01:05:16,46.4154,3.9054,49.68,65,0,4.61
365,Mubende,UG,2022-04-17 01:05:16,0.5606,31.39,58.46,99,100,0.38
366,Ayagoz,KZ,2022-04-17 01:05:17,47.9714,80.4392,47.55,27,0,6.49
367,Nome,US,2022-04-17 01:05:00,64.5011,-165.4064,34.16,75,0,18.41
368,Waingapu,ID,2022-04-17 01:05:17,-9.6567,120.2641,84.47,74,47,7.23
369,Kulhudhuffushi,MV,2022-04-17 00:55:31,6.6221,73.07,82.63,74,9,6.04
370,Berbera,SO,2022-04-17 01:05:18,10.4396,45.0143,81.28,81,9,2.26
371,Upernavik,GL,2022-04-17 00:55:31,72.7868,-56.1549,-15.45,100,43,8.7
372,Nipawin,CA,2022-04-17 01:05:18,53.3668,-104.0009,27.73,71,100,2.71
373,Fort Nelson,CA,2022-04-17 01:06:18,58.8053,-122.7002,19.38,87,100,7.11
374,Jumla,NP,2022-04-17 01:06:19,29.2747,82.1838,47.8,51,0,4.36
375,Obo,CF,2022-04-17 01:06:19,5.3998,26.4869,69.06,94,100,3.51
376,Srednekolymsk,RU,2022-04-17 01:06:19,67.45,153.6833,17.11,87,100,6.89
377,Shimoda,JP,2022-04-17 01:06:20,34.6667,138.95,52.11,74,100,9.35
378,Banda Aceh,ID,2022-04-17 01:06:20,5.5577,95.3222,81.75,77,21,5.14
379,Kibre Mengist,ET,2022-04-17 01:06:20,5.8833,38.9833,59.11,98,100,2.53
380,Grindavik,IS,2022-04-17 01:06:21,63.8424,-22.4338,45.07,87,75,19.57
381,Ilulissat,GL,2022-04-17 01:06:21,69.2167,-51.1,-6.86,93,15,6.11
382,Gari,RU,2022-04-17 01:06:21,59.4307,62.3497,24.82,86,78,9.17
383,Saint-Georges,GD,2022-04-17 01:06:21,12.0564,-61.7485,80.28,78,20,21.85
384,Gimli,CA,2022-04-17 01:06:22,50.6336,-96.9907,19.29,86,92,2.26
385,Pemba,MZ,2022-04-17 01:06:22,-12.974,40.5178,76.66,89,31,11.05
386,Zahirabad,IN,2022-04-17 01:06:22,17.6833,77.6167,81.73,47,89,11.56
387,Gorontalo,ID,2022-04-17 01:06:23,0.5412,123.0595,81.36,82,67,5.82
388,Neyshabur,IR,2022-04-17 01:06:23,36.2133,58.7958,56.26,57,100,6.35
389,Lavrentiya,RU,2022-04-17 01:06:23,65.5833,-171.0,30.72,95,100,10.16
390,Troitskoye,RU,2022-04-17 01:06:24,52.9821,84.6757,47.64,60,8,5.59
391,Aden,YE,2022-04-17 01:06:24,12.7794,45.0367,81.16,80,64,9.51
392,Camacha,PT,2022-04-17 01:06:24,33.0833,-16.3333,60.22,82,20,14.97
393,La Ronge,CA,2022-04-17 01:06:25,55.1001,-105.2842,26.64,85,100,5.12
394,Cedral,MX,2022-04-17 01:06:25,23.8,-100.7333,83.93,7,53,8.88
395,Samarkand,UZ,2022-04-17 01:06:25,39.6542,66.9597,63.82,48,100,6.91
396,Fuerte Olimpo,PY,2022-04-17 01:06:25,-21.0415,-57.8738,71.49,66,100,4.99
397,Nouadhibou,MR,2022-04-17 01:06:26,20.931,-17.0347,64.33,92,91,13.62
398,La Libertad,EC,2022-04-17 01:06:26,-2.2333,-80.9,71.17,85,52,9.57
399,Saint-Philippe,RE,2022-04-17 01:06:26,-21.3585,55.7679,74.79,78,36,10.65
400,Cabo San Lucas,MX,2022-04-17 01:01:27,22.8909,-109.9124,84.61,47,100,9.86
401,Roebourne,AU,2022-04-17 01:06:27,-20.7833,117.1333,89.91,34,10,4.79
402,Zhigansk,RU,2022-04-17 01:06:27,66.7697,123.3711,11.62,97,99,13.58
403,Labuan,MY,2022-04-17 01:06:27,5.2767,115.2417,80.02,80,96,5.97
404,Noumea,NC,2022-04-17 01:06:28,-22.2763,166.4572,84.18,99,0,11.36
405,Pabna,BD,2022-04-17 01:06:28,24.0,89.25,81.3,82,37,13.04
406,Serenje,ZM,2022-04-17 01:06:28,-13.2325,30.2352,59.83,95,10,4.63
407,Staryy Nadym,RU,2022-04-17 01:06:29,65.6118,72.6842,13.68,92,99,14.83
408,Mount Gambier,AU,2022-04-17 01:04:58,-37.8333,140.7667,75.11,33,75,17.27
409,Kaitangata,NZ,2022-04-17 01:06:29,-46.2817,169.8464,54.99,55,73,9.1
410,Port-Cartier,CA,2022-04-17 01:06:29,50.0334,-66.8654,28.56,87,7,6.2
411,Westport,US,2022-04-17 01:06:30,41.1415,-73.3579,51.89,74,100,14.97
412,Zaysan,KZ,2022-04-17 01:06:30,47.4667,84.8667,49.87,24,0,2.1
413,Maine-Soroa,NE,2022-04-17 01:06:30,13.2114,12.0241,86.0,40,15,11.34
414,Grand Gaube,MU,2022-04-17 01:06:31,-20.0064,57.6608,76.37,87,71,5.99
415,Trat,TH,2022-04-17 01:06:31,12.5,102.5,80.1,83,100,1.45
416,Mongo,TD,2022-04-17 01:06:31,12.1844,18.693,84.9,39,4,3.02
417,Brazzaville,CG,2022-04-17 01:06:31,-4.2658,15.2832,74.59,83,76,0.47
418,Dawson,US,2022-04-17 01:06:32,31.7735,-84.4466,71.02,83,100,3.91
419,Prince Rupert,CA,2022-04-17 01:05:07,54.3161,-130.3201,45.86,46,28,4.81
420,Panaba,MX,2022-04-17 01:06:32,21.2833,-88.2667,78.87,73,0,16.26
421,Berasia,IN,2022-04-17 01:07:12,23.6333,77.4333,81.91,20,0,14.03
422,San Cristobal,VE,2022-04-17 01:02:39,7.7669,-72.225,67.12,97,100,3.78
423,Blind River,CA,2022-04-17 01:07:33,46.1834,-82.9582,26.82,70,100,11.36
424,Plainview,US,2022-04-17 01:07:33,40.7765,-73.4673,53.74,71,0,10.36
425,Cabedelo,BR,2022-04-17 01:07:33,-6.9811,-34.8339,81.27,84,60,7.78
426,Jatiroto,ID,2022-04-17 01:07:34,-7.8833,111.1167,80.37,78,98,2.24
427,Port-Gentil,GA,2022-04-17 01:07:34,-0.7193,8.7815,80.96,80,100,5.5
428,Kavieng,PG,2022-04-17 01:06:17,-2.5744,150.7967,83.95,73,32,9.82
429,Yaan,NG,2022-04-17 01:07:34,7.3833,8.5667,79.16,73,94,4.61
430,Sadsadan,PH,2022-04-17 01:07:35,16.9333,120.8667,63.45,92,100,2.3
431,Amapa,BR,2022-04-17 01:07:35,1.0,-52.0,72.23,98,100,2.55
432,Naze,JP,2022-04-17 01:07:35,28.3667,129.4833,65.05,57,90,10.54
433,Tortel,HU,2022-04-17 01:07:36,47.1221,19.9371,43.11,62,3,17.13
434,Sorland,NO,2022-04-17 01:07:36,67.667,12.6934,42.21,98,100,20.74
435,Fernley,US,2022-04-17 01:07:36,39.608,-119.2518,55.58,46,7,25.7
436,Caxito,AO,2022-04-17 01:07:37,-8.5785,13.6643,75.27,99,100,3.83
437,Colquechaca,BO,2022-04-17 01:07:37,-18.6667,-66.0167,31.44,75,29,4.27
438,Amga,RU,2022-04-17 01:07:37,60.8953,131.9608,28.29,78,98,5.99
439,Mae Tha,TH,2022-04-17 01:07:38,18.4646,99.1403,89.65,48,8,1.61
440,Valdivia,CL,2022-04-17 01:06:25,-39.8142,-73.2459,48.29,85,54,3.13
441,Aksu,CN,2022-04-17 01:07:38,41.1231,80.2644,53.51,17,87,6.08
442,Matara,LK,2022-04-17 01:07:38,5.9485,80.5353,79.23,86,77,2.82
443,Bataipora,BR,2022-04-17 01:07:39,-22.2953,-53.2711,59.43,85,0,3.6
444,Codrington,AU,2022-04-17 01:07:39,-38.2667,141.9667,76.91,32,100,24.63
445,Laranja Da Terra,BR,2022-04-17 01:07:39,-19.8989,-41.0567,68.61,89,100,3.42
446,Marsaxlokk,MT,2022-04-17 01:07:40,35.8419,14.5431,59.07,94,40,10.36
447,Sakaiminato,JP,2022-04-17 01:07:40,35.55,133.2333,54.95,32,0,2.35
448,Jadu,LY,2022-04-17 01:07:40,31.953,12.0261,51.08,69,48,16.69
449,Dawei,MM,2022-04-17 01:07:40,14.0833,98.2,83.48,71,18,3.47
450,Lagunas,PE,2022-04-17 01:07:41,-5.2269,-75.6753,73.92,95,47,1.72
451,Te Anau,NZ,2022-04-17 01:07:41,-45.4167,167.7167,54.03,56,97,0.56
452,Pyapon,MM,2022-04-17 01:07:41,16.2833,95.6833,84.02,68,6,6.71
453,Zyryanovsk,KZ,2022-04-17 01:07:42,49.7386,84.2719,35.87,93,76,1.34
454,Lazaro Cardenas,MX,2022-04-17 01:07:42,17.9583,-102.2,76.77,70,8,6.76
455,Hami,CN,2022-04-17 01:07:42,42.8,93.45,54.75,22,0,7.38
456,Swan Hill,AU,2022-04-17 01:07:43,-35.3378,143.5544,78.84,30,7,15.28
457,Kidal,ML,2022-04-17 01:07:43,18.4411,1.4078,75.74,16,100,11.56
458,San Quintin,MX,2022-04-17 01:07:43,30.4833,-115.95,62.11,73,0,22.7
459,Kalabo,ZM,2022-04-17 01:07:44,-14.97,22.6814,66.33,93,100,4.5
460,Kondinskoye,RU,2022-04-17 01:07:44,59.6481,67.41,28.9,96,93,4.43
461,Leshukonskoye,RU,2022-04-17 01:07:44,64.8989,45.7622,25.27,96,100,6.15
462,Tiznit,MA,2022-04-17 01:07:44,29.5833,-9.5,74.39,23,10,4.03
463,Punalur,IN,2022-04-17 01:07:45,9.0,76.9333,76.64,95,18,0.92
464,Drabiv,UA,2022-04-17 01:07:45,49.963,32.1529,39.25,86,100,9.75
465,Wewak,PG,2022-04-17 01:07:45,-3.5534,143.6268,85.96,65,54,3.87
466,Praia Da Vitoria,PT,2022-04-17 01:08:46,38.7333,-27.0667,56.75,88,1,9.53
467,Adrar,MR,2022-04-17 01:08:46,20.5022,-10.0711,77.43,15,0,12.06
468,Oranjemund,NA,2022-04-17 01:08:46,-28.55,16.4333,56.95,81,0,4.76
469,Lysva,RU,2022-04-17 01:08:46,58.1086,57.8053,21.83,98,55,2.15
470,Sheltozero,RU,2022-04-17 01:08:47,61.3667,35.3667,24.69,94,55,4.07
471,Bowmore,US,2022-04-17 01:08:47,34.9421,-79.3031,71.51,78,0,8.05
472,Vredendal,ZA,2022-04-17 01:08:47,-31.6683,18.5012,63.23,40,0,5.79
473,Buala,SB,2022-04-17 01:08:48,-8.145,159.5921,82.54,74,85,3.51
474,Taoudenni,ML,2022-04-17 01:08:48,22.6783,-3.9836,75.36,22,0,13.06
475,Meulaboh,ID,2022-04-17 01:08:48,4.1363,96.1285,79.7,85,64,2.91
476,Evanston,US,2022-04-17 01:08:49,42.0411,-87.6901,44.35,65,40,11.5
477,Antofagasta,CL,2022-04-17 01:06:04,-23.65,-70.4,58.28,84,61,5.75
478,Buin,CL,2022-04-17 01:08:49,-33.7333,-70.75,71.87,45,0,1.74
479,Cape Coast,GH,2022-04-17 01:08:49,5.1053,-1.2466,77.9,87,100,5.37
480,Gerash,IR,2022-04-17 01:07:18,27.6652,54.1371,70.47,37,2,7.63
481,Pimentel,PE,2022-04-17 01:08:50,-6.8367,-79.9342,66.61,85,36,13.58
482,The Pas,CA,2022-04-17 01:04:25,53.8251,-101.2541,24.62,85,100,4.85
483,Cururupu,BR,2022-04-17 01:08:50,-1.8283,-44.8683,74.41,97,56,1.54
484,Fallon,US,2022-04-17 01:08:50,39.4735,-118.7774,62.47,22,40,18.41
485,Provideniya,RU,2022-04-17 01:08:51,64.3833,-173.3,32.74,93,98,11.52
486,Sur,OM,2022-04-17 01:08:51,22.5667,59.5289,86.25,38,47,5.3
487,Lufkin,US,2022-04-17 01:07:11,31.3382,-94.7291,80.73,80,75,4.61
488,Morondava,MG,2022-04-17 01:08:17,-20.2833,44.2833,78.04,90,1,4.7
489,Egvekinot,RU,2022-04-17 01:08:52,66.3167,-179.1667,22.42,86,38,9.31
490,Luau,AO,2022-04-17 01:04:19,-10.7073,22.2247,63.93,98,100,2.71
491,Ust-Karsk,RU,2022-04-17 01:08:52,52.7011,118.8077,37.15,30,64,3.18
492,Dorokhovo,RU,2022-04-17 01:08:52,55.5506,36.3744,29.12,84,100,10.8
493,Bengkulu,ID,2022-04-17 01:08:53,-3.8004,102.2655,80.51,76,100,3.04
494,Port Hedland,AU,2022-04-17 01:08:53,-20.3167,118.5667,91.45,31,10,5.75
495,Buarcos,PT,2022-04-17 01:08:53,40.166,-8.8768,54.66,93,94,8.01
496,Canaries,ES,2022-04-17 01:04:28,28.0,-15.5,64.36,40,0,13.8
497,Hervey Bay,AU,2022-04-17 01:08:53,-25.2986,152.8535,76.01,67,69,8.99
498,Inirida,CO,2022-04-17 01:08:54,3.8653,-67.9239,72.84,94,97,2.35
499,Lexington,US,2022-04-17 01:06:45,37.9887,-84.4777,59.0,44,0,9.22
500,Sompeta,IN,2022-04-17 01:08:54,18.9333,84.6,82.08,70,30,12.03
501,Villa Maria,AR,2022-04-17 01:08:55,-32.4075,-63.2402,60.48,47,81,8.19
502,Malakal,SS,2022-04-17 01:08:55,9.5334,31.6605,79.97,59,99,4.05
503,Nanyamba,TZ,2022-04-17 01:08:55,-10.6833,39.8333,70.07,99,38,5.03
504,Matamoros,MX,2022-04-17 01:08:56,25.5333,-103.25,93.31,8,75,5.75
505,Great Bend,US,2022-04-17 01:08:56,38.3645,-98.7648,51.93,32,100,13.8
506,Popondetta,PG,2022-04-17 01:08:56,-8.7537,148.2534,84.27,76,96,3.85
507,Nioro,GM,2022-04-17 01:08:57,13.35,-15.75,77.63,34,10,9.93
508,Erenhot,CN,2022-04-17 01:08:57,43.6475,111.9767,48.9,24,98,3.27
509,San Vicente,AR,2022-04-17 01:08:57,-26.6167,-54.1333,53.24,90,17,2.73
510,Seoul,KR,2022-04-17 01:08:42,37.5683,126.9778,54.79,33,0,3.53
511,Pucallpa,PE,2022-04-17 01:08:58,-8.3791,-74.5539,78.84,78,20,3.44
512,Yamada,JP,2022-04-17 01:08:58,39.4667,141.95,52.32,48,0,5.93
513,Sibolga,ID,2022-04-17 01:08:58,1.7427,98.7792,81.46,77,17,1.16
514,Bluefields,NI,2022-04-17 01:09:58,12.0137,-83.7635,75.67,79,11,6.24
515,Ures,MX,2022-04-17 01:09:59,29.4333,-110.4,86.25,9,60,11.36
516,Deputatskiy,RU,2022-04-17 01:09:59,69.3,139.9,10.27,89,100,3.85
517,Dekar,BW,2022-04-17 01:09:59,-21.5333,21.9333,64.09,90,100,12.5
518,Passos,BR,2022-04-17 01:10:00,-20.7189,-46.6097,58.62,77,0,3.85
519,Athol,US,2022-04-17 01:10:00,42.5959,-72.2268,43.7,94,100,0.0
520,Ajdabiya,LY,2022-04-17 01:10:01,30.7554,20.2263,63.68,81,100,11.68
521,Gongzhuling,CN,2022-04-17 01:10:02,43.5008,124.8198,54.73,27,100,5.26
522,Severomuysk,RU,2022-04-17 01:10:02,56.1481,113.4267,21.11,92,100,3.18
523,Palmer,US,2022-04-17 01:10:04,42.1584,-72.3287,45.5,85,100,3.44
524,Osorno,CL,2022-04-17 01:10:06,-40.5667,-73.15,50.31,87,0,0.0
525,Tazovskiy,RU,2022-04-17 01:10:07,67.4667,78.7,12.49,92,100,17.85
526,Palauig,PH,2022-04-17 01:10:07,15.435,119.9045,83.86,65,39,2.24
527,Vila,PT,2022-04-17 01:10:07,42.0304,-8.1588,46.71,88,89,2.66
528,Plast,RU,2022-04-17 01:10:08,54.3691,60.8136,30.47,85,23,4.74
529,Chimoio,MZ,2022-04-17 01:10:08,-19.1164,33.4833,64.18,99,100,3.65
530,Bac Lieu,VN,2022-04-17 01:10:09,9.285,105.7244,83.73,69,17,10.51
531,Maragogi,BR,2022-04-17 01:10:09,-9.0122,-35.2225,79.2,88,97,8.39
532,Iwanai,JP,2022-04-17 01:10:10,42.9744,140.5089,51.75,63,86,14.41
533,Sydney,AU,2022-04-17 01:06:11,-33.8679,151.2073,74.59,69,20,5.75
534,Tecuala,MX,2022-04-17 01:10:11,22.3986,-105.4569,80.06,30,49,5.88
535,Dingle,PH,2022-04-17 01:10:11,10.9995,122.6711,82.98,75,100,8.23
536,Pershotravneve,UA,2022-04-17 01:10:11,51.3929,28.8684,34.77,96,100,9.62
537,Si Racha,TH,2022-04-17 01:10:12,13.1737,100.9311,90.14,63,91,8.86
538,Yafran,LY,2022-04-17 01:10:12,32.0633,12.5286,50.09,78,51,16.46
539,Omagari,JP,2022-04-17 01:10:12,39.45,140.4833,52.95,49,3,3.09
540,Tezu,IN,2022-04-17 01:10:13,27.9167,96.1667,66.96,90,100,5.08
541,Tarko-Sale,RU,2022-04-17 01:10:13,64.9225,77.785,13.57,92,100,15.97
542,Tawang,IN,2022-04-17 01:10:14,27.5833,91.8667,47.61,77,37,2.86
543,Qandala,SO,2022-04-17 01:10:14,11.472,49.8728,83.44,64,23,6.06
544,Riyadh,SA,2022-04-17 01:05:42,24.6877,46.7219,71.74,26,1,9.82
545,Amudat,UG,2022-04-17 01:10:15,1.95,34.95,66.81,87,82,3.15
546,Zapolyarnyy,RU,2022-04-17 01:10:15,69.4154,30.8136,36.68,97,100,24.7
547,Churapcha,RU,2022-04-17 01:10:16,62.0025,132.4325,25.66,87,100,3.09
548,Progreso,MX,2022-04-17 01:10:16,21.2833,-89.6667,84.31,83,0,17.69
549,Yumen,CN,2022-04-17 01:10:16,40.2833,97.2,44.55,26,0,6.15
550,Pingzhuang,CN,2022-04-17 01:10:17,42.0372,119.2889,58.91,14,27,11.12
551,Trelew,AR,2022-04-17 01:08:30,-43.249,-65.3051,53.74,68,0,9.89
552,Ochsenfurt,DE,2022-04-17 01:10:17,49.6643,10.0623,40.3,76,0,5.93
553,Dakar,SN,2022-04-17 01:08:15,14.6937,-17.4441,65.28,90,20,16.04
554,Asau,RO,2022-04-17 01:10:18,46.4333,26.4,36.52,90,100,7.83
555,Cumberland,US,2022-04-17 01:10:18,35.0502,-78.8664,72.1,72,0,8.05
556,Flinders,AU,2022-04-17 01:09:14,-34.5833,150.8552,77.05,61,3,8.99
557,Ibanda,TZ,2022-04-17 01:11:18,-2.7974,32.4746,64.42,97,100,1.21
558,San Patricio,US,2022-04-17 01:11:19,28.017,-97.5169,80.19,79,62,12.01
559,Trairi,BR,2022-04-17 01:11:19,-3.2778,-39.2689,77.47,84,89,3.69
560,Zambezi,ZM,2022-04-17 01:11:20,-13.5432,23.1047,64.89,98,100,5.5
561,Vostok,RU,2022-04-17 01:11:20,46.4856,135.8833,37.94,49,58,15.7
562,Post Falls,US,2022-04-17 01:11:20,47.718,-116.9516,43.95,73,0,5.75
563,Jitauna,BR,2022-04-17 01:11:21,-14.0189,-39.8889,72.46,94,100,1.86
564,Bilibino,RU,2022-04-17 01:11:21,68.0546,166.4372,21.58,81,97,2.1
565,Wau,SS,2022-04-17 01:11:21,7.7029,27.9953,77.07,72,100,4.27
566,Datong,CN,2022-04-17 01:11:22,40.0936,113.2914,54.23,26,100,7.49
567,Safaga,EG,2022-04-17 01:11:22,26.7292,33.9365,76.53,41,0,5.32
568,Dosso,NE,2022-04-17 01:11:22,13.049,3.1937,87.8,38,100,13.98
569,Usogorsk,RU,2022-04-17 01:11:23,63.4106,48.6872,20.88,94,16,4.94
570,Vila Velha,BR,2022-04-17 01:11:23,-20.3297,-40.2925,75.15,79,0,11.5
571,Port Moresby,PG,2022-04-17 01:11:23,-9.4431,147.1797,84.43,68,100,5.01
572,Jijiga,ET,2022-04-17 01:11:24,9.35,42.8,66.9,72,39,2.64
